order_id,order_date,customer_id,customer_segment,customer_type,region,city,product_category,product_subcategory,payment_method,campaign_source,quantity,unit_price,discount_pct,shipping_days,returned
O2025211,2025-02-23,C1223,Corporate,Returning,West,Gothenburg,Electronics,Mobile,Card ,Organic,1,545.76,0.049,3.0,No
O2025212,2025-08-07,C1121,Small Business,Returning,North,Stockholm,Beauty,Makeup,Swish,Social,1,62.54,0.077,2.0,No
O2025213,2025-10-20,C1157,Consumer,New,North,Uppsala,Sports,Fitness,PayPal,Organic,4,158.72,0.082,3.0,No
O2025214,2025-09-17,C1162,Consumer,Returning,South,Helsingborg,Fashion,Sportswear,Swish,Organic,1,96.58,0.071,4.0,No
O2025215,2025-04-17,C1050,Consumer,Returning,West,Boras,Fashion,Accessories,Card,Organic,1,55.31,0.062,3.0,No
O2025216,2025-10-24,C1238,Small Business,Returning,West,Gothenburg,Beauty,Fragrance,Card,Organic,1,63.03,0.091,5.0,No
O2025217,2025-06-02,C1253,Consumer,New,North,Uppsala,Sports,Cycling,Card,Email,1,634.49,0.122,4.0,No
O2025218,2025-04-16,C1180,Corporate,Returning,North,Stockholm,Sports,Team Sports,Card,Paid Search,1,90.98,0.204,2.0,Yes
O2025219,2025-09-05,C1133,Small Business,VIP,North,Vasteras,Beauty,Skincare,PayPal,Email,1,67.18,0.076,2.0,No
O2025220,2025-02-18,C1029,Consumer,VIP,West,,Home,Kitchen,Invoice,Direct,2,151.07,0.129,5.0,Yes
O2025221,2025-10-20,C1071,Consumer,Returning,East,Norrkoping,Home,Lighting,Swish,Organic,1,194.5,0.011,5.0,No
O2025222,2025-01-24,C1059,Small Business,New,South,Malmo,Sports,Outdoor,Swish,Paid Search,1,264.1,0.121,3.0,No
O2025223,2025-12-14,C1046,Corporate,New,North,,Home,Kitchen,Card,Organic,1,106.29,0.081,3.0,No
O2025224,2025-01-12,C1163,Corporate,Returning,West,Boras,Electronics,Mobile,Invoice,Paid Search,1,261.97,0.12,6.0,No
O2025225,2025-06-08,C1248,Consumer,New,West,Boras,Electronics,Laptop,,Organic,2,871.36,0.0,5.0,Yes
O2025226,2025-03-17,C1006,Consumer,VIP,East,Orebro,Electronics,Mobile,Card,Social,2,485.5,0.165,3.0,Yes
O2025227,2025-12-07,C1025,Consumer,Returning,North,Uppsala,Electronics,Mobile,Invoice,Affiliate,1,460.43,0.152,4.0,No
O2025228,2025-11-20,C1131,Small Business,Returning,North,Vasteras,Beauty,Makeup,Card,Email,1,38.29,0.08,3.0,No
O2025229,2025-04-11,C1234,Consumer,New,West,Gothenburg,Beauty,Haircare,Swish,Paid Search,1,8.0,0.029,5.0,No
O2025230,2025-05-01,C1102,Small Business,Returning,North,Vasteras,Home,Furniture,Invoice,Paid Search,1,581.41,0.108,3.0,No
O2025231,2025-03-07,C1090,Consumer,Returning,West,Gothenburg,Fashion,Shoes,Card,Social,1,74.0,0.02,4.0,Yes
O2025232,2025-04-25,C1225,Small Business,Returning,North,Stockholm,Fashion,Sportswear,Card,Direct,1,94.24,0.078,4.0,No
O2025233,2025-06-26,C1239,Corporate,Returning,South,Helsingborg,Electronics,Headphones,Card,Paid Search,1,149.63,0.077,6.0,No
O2025234,2025-09-08,C1168,Consumer,New,East,Orebro,Beauty,Skincare,Swish,Social,1,26.09,0.071,5.0,No
O2025235,2025-07-01,C1235,Small Business,Returning,North,Stockholm,Sports,Outdoor,Swish,Organic,1,187.57,0.042,2.0,Yes
O2025236,2025-07-08,C1123,Small Business,Returning,East,Orebro,Fashion,Jackets,PayPal,Affiliate,2,208.21,0.012,4.0,No
O2025237,2025-05-07,C1040,Consumer,Returning,East,Linkoping,Electronics,Tablet,Invoice,Paid Search,2,665.59,0.0,4.0,No
O2025238,2025-11-17,C1257,Consumer,Returning,North,Uppsala,Electronics,Laptop,Card,Organic,1,1153.88,0.0,3.0,No
O2025239,2025-01-08,C1176,Small Business,Returning,North,Stockholm,Home,Lighting,Card,Organic,1,130.81,0.065,4.0,No
O2025240,2025-10-27,C1051,Small Business,VIP,West,Halmstad,Fashion,Jackets,Swish,Social,1,191.31,0.043,3.0,No
O2025241,2025-10-16,C1206,Consumer,New,East,Orebro,Fashion,Sportswear,Card,Paid Search,1,106.83,0.0,3.0,No
O2025242,2025-04-18,C1146,Corporate,New,North,Uppsala,Sports,Fitness,Swish,Social,1,296.77,0.107,3.0,No
O2025243,2025-11-02,C1076,Consumer,New,East,Norrkoping,Fashion,Jackets,Card,Social Media,2,114.71,0.078,4.0,No
O2025244,2025-02-17,C1100,Small Business,New,West,gothenburg,Sports,Fitness,Swish,Affiliate,1,465.16,0.132,6.0,No
O2025245,2025-02-15,C1256,Consumer,New,North,Uppsala,Beauty,Fragrance,Swish,Paid Search,1,90.63,0.056,5.0,Yes
O2025246,2025-10-03,C1154,Corporate,VIP,West,Gothenburg,Fashion,Jackets,Invoice,Affiliate,1,153.55,0.093,3.0,No
O2025247,2025-01-02,C1042,Consumer,Returning,North,Uppsala,Sports,Cycling,PayPal,Email,1,727.26,0.146,3.0,No
O2025248,2025-03-25,C1035,Consumer,New,South,Malmo,Fashion,Jackets,PayPal,Affiliate,4,238.12,0.156,2.0,No
O2025249,2025-04-13,C1076,Consumer,New,North,Uppsala,Fashion,Accessories,Invoice,Social,1,41.66,0.02,4.0,No
O2025250,2025-12-04,C1083,Consumer,VIP,North,Vasteras,Fashion,Sportswear,Card,Social,2,97.43,0.059,2.0,No
O2025251,2025-08-07,C1100,Small Business,New,West,Gothenburg,Home,Decor,Card,Affiliate,1,79.21,0.179,5.0,No
O2025252,2025-09-30,C1257,Consumer,Returning,North,Uppsala,Sports,Outdoor,Swish,Email,1,228.21,0.016,2.0,No
O2025253,2025-07-27,C1226,Consumer,Returning,North,Vasteras,Beauty,Skincare,Card,Paid Search,1,53.92,0.034,3.0,No
O2025254,2025-06-09,C1064,Consumer,VIP,North,Uppsala,Home,Furniture,PayPal,Social,1,458.81,0.198,4.0,No
O2025255,2025-05-09,C1041,Consumer,Returning,South,Lund,Beauty,Haircare,Swish,Affiliate,1,45.36,0.121,3.0,No
O2025256,2025-08-15,C1237,Small Business,Returning,South,Malmo,Electronics,Headphones,Invoice,Email,2,134.35,0.029,5.0,No
O2025257,2025-04-06,C1209,Consumer,Returning,North,Stockholm,Home,Decor,Swish,Organic,2,64.34,0.0,4.0,No
O2025258,2025-01-12,C1111,Corporate,Returning,North,Stockholm,Electronics,Tablet,Card,email,1,669.12,0.122,3.0,Yes
O2025259,2025-03-22,C1055,Corporate,New,North,Stockholm,Beauty,Skincare,Card,Organic,1,66.61,0.038,3.0,No
O2025260,2025-09-05,C1219,Consumer,New,West,Gothenburg,Home,Decor,Invoice,Email,2,83.76,0.127,4.0,No
O2025261,2025-01-01,C1044,Consumer,Returning,North,Stockholm,Fashion,Shoes,Invoice,Direct,1,194.62,0.043,4.0,No
O2025262,2025-03-09,C1162,Consumer,Returning,South,Helsingborg,Sports,Fitness,Card,Organic,1,178.76,0.0,5.0,No
O2025263,2025-07-16,C1015,Small Business,Returning,West,Halmstad,Home,Furniture,Swish,Direct,1,555.65,,4.0,No
O2025264,2025-09-02,C1233,Corporate,Returning,West,Halmstad,Sports,Team Sports,Invoice,Social,3,75.42,0.0,3.0,No
O2025265,2025-10-12,C1207,Consumer,New,North,Stockholm,Home,Decor,Invoice,Direct,2,68.81,0.097,3.0,No
O2025266,2025-09-17,C1057,Small Business,VIP,South,Malmo,Sports,Outdoor,PayPal,Organic,1,240.34,0.108,6.0,No
O2025267,2025-03-16,C1065,Small Business,New,North,Uppsala,Home,Decor,Swish,Paid Search,1,80.78,0.015,2.0,No
O2025268,2025-03-15,C1073,Small Business,New,North,Vasteras,Electronics,Laptop,Card,,3,759.75,0.064,2.0,No
O2025269,2025-03-23,C1087,Consumer,Returning,West,Halmstad,Fashion,Accessories,Swish,Affiliate,3,49.02,0.258,5.0,Yes
O2025270,2025-12-10,C1210,Small Business,New,North,Uppsala,Electronics,Tablet,Invoice,Organic,2,439.43,0.0,2.0,Yes
O2025271,2025-12-05,C1090,Consumer,Returning,West,Gothenburg,Home,Decor,Swish,Paid Search,1,80.54,0.056,5.0,No
O2025272,2025-04-29,C1003,Corporate,Returning,North,Stockholm,Home,Decor,Invoice,Social Media,1,96.38,0.068,5.0,No
O2025273,2025-03-07,C1218,Consumer,VIP,North,Vasteras,Electronics,Mobile,Card,Paid Search,1,453.85,0.155,7.0,No
O2025274,2025-06-02,C1163,Corporate,Returning,West,Boras,Electronics,Headphones,PayPal,Email,1,151.56,0.0,5.0,No
O2025275,2025-09-21,C1203,Small Business,Returning,East,Orebro,Home,Kitchen,Swish,Organic,1,171.97,0.033,6.0,No
O2025276,2025-07-07,C1169,Consumer,Returning,North,Uppsala,Beauty,Fragrance,Card,Organic,2,87.53,,3.0,No
O2025277,2025-07-05,C1220,Consumer,Returning,West,Halmstad,Electronics,Laptop,Card,Social,2,1331.89,0.0,4.0,No
O2025278,2025-01-03,C1089,Consumer,Returning,South,Lund,Home,Kitchen,Card,Paid Search,1,44.57,0.023,7.0,Yes
O2025279,2025-07-25,C1151,Consumer,Returning,West,Halmstad,Electronics,Tablet,Swish,Email ,2,481.0,0.078,5.0,No
O2025280,2025-04-14,C1253,Consumer,New,East,Linkoping,Beauty,Fragrance,Invoice,Social,1,70.34,0.052,5.0,No
O2025281,2025-09-29,C1080,Consumer,New,North,Stockholm,Electronics,Headphones,Invoice,Social,1,161.71,0.086,2.0,No
O2025282,2025-03-12,C1137,Consumer,New,West,Boras,Fashion,Accessories,Card,Email,1,63.48,0.08,3.0,No
O2025283,2025-05-22,C1171,Small Business,Returning,West,Halmstad,Electronics,Tablet,Invoice,Organic,1,525.1,0.051,4.0,Yes
O2025284,2025-11-13,C1024,Consumer,New,West,Halmstad,Fashion,Sportswear,Card,Paid Search,1,98.29,0.0,3.0,No
O2025285,2025-10-19,C1024,Consumer,New,North,Vasteras,Fashion,Shoes,Card,Organic,1,113.2,0.04,2.0,No
O2025286,2025-05-03,C1249,Corporate,Returning,West,Gothenburg,Sports,Fitness,Card,Direct,1,152.6,0.053,4.0,No
O2025287,2025-01-26,C1033,Small Business,Returning,South,Helsingborg,Home,Decor,Card,Paid Search,1,95.04,0.005,5.0,No
O2025288,2025-09-19,C1051,Small Business,VIP,North,Vasteras,Electronics,Mobile,Card,Organic,1,370.37,0.059,1.0,No
O2025289,2025-03-21,C1018,Small Business,Returning,West,Gothenburg,Fashion,Shoes,Card,Paid Search,4,87.72,0.103,1.0,Yes
O2025290,2025-12-28,C1173,Corporate,New,West,Halmstad,Home,Furniture,PayPal,Email,1,521.07,0.245,4.0,Yes
O2025291,2025-01-25,C1128,Consumer,Returning,North,Stockholm,Electronics,Mobile,Card,Direct,1,467.42,0.0,4.0,No
O2025292,2025-08-12,C1211,Consumer,New,North,Uppsala,Sports,Outdoor,PayPal,Email,1,137.11,0.121,4.0,No
O2025293,2025-09-12,C1172,Corporate,Returning,East,Norrkoping,Beauty,Makeup,Card,Paid Search,1,49.73,0.08,5.0,No
O2025294,2025-07-06,C1138,Consumer,New,South,Lund,Fashion,Jackets,Invoice,Direct,2,168.0,0.037,3.0,No
O2025295,2025-05-03,C1095,Corporate,New,West,Halmstad,Beauty,Skincare,PayPal,Affiliate,1,40.08,0.131,3.0,No
O2025296,2025-09-02,C1110,Corporate,Returning,East,Norrkoping,Sports,Team Sports,Swish,Organic,1,63.96,0.049,6.0,No
O2025297,2025-11-19,C1047,Consumer,Returning,East,,Fashion,Accessories,Swish,Email,1,49.91,0.018,3.0,No
O2025298,2025-06-03,C1043,Corporate,New,West,Halmstad,Sports,Outdoor,Invoice,Direct,1,209.84,0.012,4.0,Yes
O2025299,2025-06-24,C1026,Small Business,Returning,South,Malmo ,Beauty,Makeup,Invoice,Paid Search,1,61.43,0.141,3.0,No
O2025300,2025-03-10,C1153,Consumer,New,North,Stockholm,Home,Decor,Swish,Social,2,91.41,0.047,4.0,No
O2025301,2025-08-14,C1215,Consumer,Returning,North,Stockholm,Fashion,Jackets,Card,direct,1,102.17,0.001,,No
O2025302,2025-10-08,C1154,Corporate,VIP,West,Gothenburg,Beauty,Fragrance,Swish,Paid Search,1,92.09,0.128,6.0,No
O2025303,2025-01-19,C1111,Corporate,Returning,North,Stockholm,Fashion,Jackets,Swish,Social,1,97.83,0.033,2.0,Yes
O2025304,2025-01-08,C1013,Consumer,Returning,West,Halmstad,Home,Kitchen,Card,Paid Search,1,98.34,0.113,5.0,No
O2025305,2025-01-20,C1001,Consumer,VIP,West,Halmstad,Electronics,Headphones,PayPal,,1,190.89,0.116,4.0,No
O2025306,2025-06-14,C1185,Small Business,New,South,Lund,Fashion,Shoes,Gift Card,Social,1,67.45,0.021,3.0,No
O2025307,2025-05-07,C1159,Consumer,Returning,South,Malmo,Fashion,Accessories,,Social,2,44.7,0.022,5.0,Yes
O2025308,2025-11-25,C1237,Small Business,Returning,South,Malmo,Electronics,Laptop,Invoice,Email,1,1304.43,0.134,4.0,Yes
O2025309,2025-09-22,C1232,Corporate,Returning,North,Uppsala,Sports,Fitness,Swish,Social,1,342.12,0.062,4.0,No
O2025310,2025-09-29,C1052,Consumer,Returning,West,Boras,Home,Furniture,Swish,Organic,1,594.6,0.069,3.0,No
O2025311,2025-06-14,C1121,Small Business,Returning,South,Malmo,Electronics,Tablet,Invoice,Organic,2,692.4,0.037,3.0,Yes
O2025312,2025-03-21,C1121,Small Business,Returning,North,Stockholm,Electronics,Headphones,Invoice,Direct,1,171.23,0.051,3.0,No
O2025313,2025-02-19,C1123,Small Business,Returning,East,Orebro,Sports,Outdoor,Swish,Organic,2,162.29,0.006,3.0,No
O2025314,2025-04-07,C1119,Small Business,New,East,,Electronics,Headphones,Card,Direct,1,100.1,0.0,4.0,No
O2025315,2025-07-06,C1212,Corporate,New,South,Malmo,Fashion,Jackets,Gift Card,Social,2,200.35,0.005,3.0,No
O2025316,2025-06-04,C1024,Consumer,New,South,Malmo,Beauty,Fragrance,Invoice,Email,2,79.9,0.098,,Yes
O2025317,2025-04-16,C1235,Small Business,Returning,North,Stockholm,Beauty,Fragrance,Card,Organic,1,97.73,0.091,2.0,No
O2025318,2025-03-17,C1115,Consumer,VIP,East,Orebro,Fashion,Jackets,Card,Direct,1,197.03,0.107,4.0,No
O2025319,2025-09-09,C1046,Corporate,New,North,Stockholm,Fashion,Jackets,Swish,Organic,1,197.69,0.042,5.0,No
O2025320,2025-10-24,C1204,Small Business,New,West,Gothenburg,Home,Decor,Card,Organic,1,166.78,0.057,5.0,No
O2025321,2025-10-28,C1098,Small Business,Returning,West,Halmstad,Electronics,Tablet,PayPal,Paid Search,2,415.46,0.1,4.0,Yes
O2025322,2025-10-18,C1132,Corporate,Returning,West,Boras,Electronics,Mobile,Gift Card,Social,1,318.18,0.049,4.0,No
O2025323,2025-02-15,C1115,Consumer,VIP,East,Orebro,Electronics,Tablet,Swish,Direct,1,489.32,0.08,6.0,No
O2025324,2025-08-17,C1192,Corporate,Returning,West,Gothenburg,Fashion,Sportswear,Invoice,Paid Search,4,76.93,0.046,2.0,No
O2025325,2025-08-29,C1228,Small Business,Returning,West,Halmstad,Electronics,Mobile,Card,Social,1,467.35,0.025,5.0,No
O2025326,2025-10-11,C1083,Consumer,VIP,North,Vasteras,Fashion,Shoes,Swish,Organic,3,93.77,0.084,2.0,No
O2025327,2025-11-04,C1068,Consumer,New,East,Linkoping,Home,Decor,Card,Social,1,117.03,0.03,4.0,No
O2025328,2025-07-05,C1005,Small Business,Returning,West,Gothenburg,Fashion,Sportswear,Card,Direct,3,90.29,0.124,4.0,No
O2025329,2025-08-06,C1058,Consumer,New,North,Stockholm,Sports,Fitness,Invoice,Organic,1,259.68,0.065,2.0,No
O2025330,2025-03-29,C1059,Small Business,New,South,Malmo,Home,Decor,card,Organic,1,61.67,0.059,6.0,No
O2025331,2025-03-10,C1194,Consumer,New,North,Uppsala,Beauty,Haircare,Card,Email,1,41.93,,,No
O2025332,2025-07-24,C1028,Consumer,VIP,East,Norrkoping,Home,Kitchen,Gift Card,Affiliate,1,134.34,0.14,6.0,No
O2025333,2025-06-28,C1061,Small Business,Returning,North,Vasteras,Fashion,Jackets,Card,Paid Search,1,132.47,0.048,5.0,No
O2025334,2025-11-12,C1039,Consumer,Returning,North,Vasteras,Fashion,Sportswear,Swish,Email,1,102.55,0.144,1.0,No
O2025335,2025-12-29,C1095,Corporate,New,West,Halmstad,Beauty,Haircare,Swish,Social,4,16.83,0.0,6.0,No
O2025336,2025-04-30,C1201,Consumer,Returning,West,Halmstad,Home,Lighting,Card,Direct,1,190.55,0.047,6.0,No
O2025337,2025-07-14,C1006,Consumer,VIP,East,Orebro,Sports,Outdoor,Invoice,Social,1,157.49,0.118,3.0,No
O2025338,2025-11-10,C1048,Consumer,VIP,North,Uppsala,Home,Lighting,Card,Organic,1,157.23,0.113,5.0,No
O2025339,2025-08-03,C1160,Consumer,New,East,Orebro,Electronics,Tablet,Swish,Affiliate,1,601.39,0.146,3.0,No
O2025340,2025-11-03,C1060,Small Business,Returning,North,Vasteras,Sports,Cycling,Card,Paid Search,2,381.18,0.096,3.0,No
O2025341,2025-04-26,C1239,Corporate,Returning,East,Linkoping,Fashion,Shoes,Swish,Organic,1,34.46,0.044,3.0,No
O2025342,2025-05-10,C1061,Small Business,Returning,North,Vasteras,Home,Furniture,Card,Social,2,695.69,,,No
O2025343,2025-01-04,C1071,Consumer,Returning,East,Norrkoping,Electronics,Headphones,,Paid Search,1,245.18,0.097,5.0,Yes
O2025344,2025-08-30,C1183,Small Business,New,North,Vasteras,Electronics,Laptop,Card,Paid Search,2,1546.41,0.096,4.0,No
O2025345,2025-09-29,C1255,Consumer,Returning,East,Linkoping,Sports,Fitness,Card,Direct,2,258.35,0.108,3.0,No
O2025346,2025-07-04,C1104,Small Business,Returning,West,Gothenburg,Fashion,Shoes,Invoice,Email,1,76.06,0.071,1.0,No
O2025347,2025-05-14,C1181,Consumer,New,West,Boras,Beauty,Fragrance,Card,Direct,1,61.18,0.0,2.0,No
O2025348,2025-03-21,C1143,Corporate,VIP,South,Helsingborg,Fashion,Jackets,PayPal,Organic,1,174.56,0.112,3.0,Yes
O2025349,2025-08-20,C1161,Small Business,Returning,West,Boras,Home,Kitchen,Card,Paid Search,1,123.0,0.058,5.0,Yes
O2025350,2025-03-13,C1221,Consumer,Returning,West,Halmstad,Electronics,Laptop,Invoice,Organic,1,725.28,0.003,4.0,No
O2025351,2025-09-10,C1238,Small Business,Returning,West,Gothenburg,Home,Lighting,Card,Organic,2,188.24,0.028,6.0,No
O2025352,2025-06-19,C1028,Consumer,VIP,East,Norrkoping,Electronics,Mobile,Card,Paid Search,1,463.0,0.138,5.0,No
O2025353,2025-12-09,C1088,Consumer,New,South,Malmo,Home,Decor,Swish,Email,1,92.96,0.107,1.0,Yes
O2025354,2025-02-27,C1182,Small Business,Returning,East,Orebro,Beauty,Skincare,Gift Card,Social,1,53.15,0.0,5.0,No
O2025355,2025-06-03,C1222,Consumer,Returning,East,Linkoping,Fashion,Accessories,Swish,Email,2,56.41,0.109,6.0,No
O2025356,2025-03-31,C1231,Corporate,New,North,Uppsala,Fashion,Sportswear,Card,Email,1,77.16,0.114,2.0,No
O2025357,2025-06-21,C1206,Consumer,New,East,Orebro,Fashion,Jackets,Invoice,Email,1,229.03,0.103,4.0,No
O2025358,2025-11-25,C1048,Consumer,VIP,North,Uppsala,Fashion,Accessories,Card,Affiliate,1,27.9,0.22,2.0,No
O2025359,2025-05-28,C1238,Small Business,Returning,West,Gothenburg,Home,Lighting,Card,Organic,2,189.54,0.043,5.0,No
O2025360,2025-11-28,C1118,Corporate,New,North,Uppsala,Electronics,Tablet,PayPal,Social,1,405.33,0.004,2.0,No
O2025361,2025-01-11,C1094,Consumer,Returning,North,Uppsala,Beauty,Skincare,PayPal,Organic,1,82.35,0.039,3.0,No
O2025362,2025-07-18,C1215,Consumer,Returning,North,Stockholm,Home,Decor,Swish,Organic,1,61.38,0.022,4.0,Yes
O2025363,2025-01-07,C1116,Consumer,Returning,North,Uppsala,Electronics,Laptop,Gift Card,Email,1,1241.74,0.153,5.0,No
O2025364,2025-12-13,C1225,Small Business,Returning,North,,Sports,Outdoor,Card,Organic,2,229.08,0.093,3.0,No
O2025365,2025-02-19,C1259,Consumer,Returning,North,Uppsala,Beauty,Skincare,Card,Organic,2,43.78,0.012,1.0,No
O2025366,2025-01-30,C1106,Consumer,Returning,North,Stockholm,Fashion,Jackets,Gift Card,Paid Search,1,132.84,0.106,3.0,No
O2025367,2025-07-31,C1187,Consumer,Returning,North,Vasteras,Fashion,Accessories,Swish,Social,2,49.03,0.057,2.0,No
O2025368,2025-12-22,C1107,Consumer,VIP,South,Malmo,Beauty,Skincare,,Social,1,44.5,0.102,4.0,Yes
O2025369,2025-08-05,C1212,Corporate,New,South,Malmo,Beauty,Skincare,Card,Paid Search,1,59.45,0.017,4.0,No
O2025370,2025-06-06,C1035,Consumer,New,South,Malmo,Electronics,Laptop,Gift Card,,2,1099.08,0.073,4.0,Yes
O2025371,2025-09-24,C1143,Corporate,VIP,South,Helsingborg,Beauty,Makeup,Card,Social,1,51.79,0.067,1.0,No
O2025372,2025-12-02,C1165,Corporate,Returning,South,Lund,Home,Decor,Card,Paid Search,1,89.21,0.043,5.0,No
O2025373,2025-09-11,C1155,Corporate,New,South,Helsingborg,Fashion,Shoes,Card,Affiliate,1,75.38,0.196,4.0,No
O2025374,2025-04-28,C1058,Consumer,New,North,Stockholm,Fashion,Accessories,Invoice,Organic,2,32.25,0.041,2.0,No
O2025375,2025-04-09,C1164,Corporate,Returning,East,Linkoping,Beauty,Makeup,Card,Direct,2,28.21,0.063,2.0,No
O2025376,2025-03-21,C1121,Small Business,Returning,North,Stockholm,Beauty,Fragrance,Card,Direct,2,98.31,,4.0,No
O2025377,2025-04-29,C1171,Small Business,Returning,West,Halmstad,Electronics,Laptop,Swish,Email,1,948.84,0.104,3.0,No
O2025378,2025-06-26,C1164,Corporate,Returning,East,Linkoping,Home,Lighting,Card,Affiliate,1,189.03,0.06,7.0,No
O2025379,2025-09-22,C1144,Consumer,Returning,North,Uppsala,Sports,Team Sports,Swish,Organic,2,133.52,0.0,1.0,No
O2025380,2025-12-09,C1061,Small Business,Returning,North,Vasteras,Home,Furniture,Invoice,Organic,1,838.79,0.0,3.0,Yes
O2025381,2025-05-12,C1003,Corporate,Returning,East,Norrkoping,Electronics,Laptop,card,Organic,1,1106.14,0.121,2.0,No
O2025382,2025-01-22,C1120,Small Business,New,North,Stockholm,Sports,Outdoor,Card,Email,2,78.28,0.131,2.0,No
O2025383,2025-11-30,C1144,Consumer,Returning,North,Uppsala,Electronics,Mobile,Card,,1,277.5,0.0,2.0,No
O2025384,2025-12-17,C1122,Corporate,New,East,Orebro,Fashion,Jackets,Card,Organic,2,183.6,0.058,4.0,No
O2025385,2025-03-21,C1218,Consumer,VIP,North,Vasteras,Home,Decor,Card,Social,1,48.32,0.077,4.0,No
O2025386,2025-06-28,C1156,Consumer,New,West,Gothenburg,Beauty,Makeup,Invoice,Social Media,2,48.39,0.09,4.0,No
O2025387,2025-11-03,C1134,Consumer,Returning,East,Linkoping,Electronics,Tablet,,Direct,1,717.55,0.038,5.0,No
O2025388,2025-07-11,C1056,Small Business,VIP,North,Stockholm,Home,Furniture,Swish,Organic,1,438.66,0.136,6.0,No
O2025389,2025-11-22,C1109,Small Business,Returning,South,Helsingborg,Electronics,Headphones,Invoice,Paid Search,1,139.9,0.105,3.0,Yes
O2025390,2025-10-26,C1235,Small Business,Returning,North,Stockholm,Beauty,Makeup,Card,Email,1,76.34,0.098,4.0,No
O2025391,2025-03-25,C1117,Small Business,Returning,North,Vasteras,Beauty,Haircare,Swish,Email,1,35.96,0.046,2.0,No
O2025392,2025-03-23,C1093,Small Business,Returning,West,Boras,Home,Furniture,Card,Direct,2,659.92,0.054,4.0,No
O2025393,2025-06-14,C1094,Consumer,Returning,North,Uppsala,Fashion,Shoes,Invoice,Direct,2,129.66,0.063,3.0,No
O2025394,2025-09-09,C1193,Corporate,Returning,North,Uppsala,Electronics,Tablet,Card,Affiliate,1,588.59,0.006,3.0,No
O2025395,2025-01-31,C1030,Small Business,Returning,North,Stockholm,Fashion,Sportswear,Card,Social,1,91.39,0.028,2.0,No
O2025396,2025-10-07,C1151,Consumer,Returning,West,Halmstad,Electronics,Mobile,Card,Email,2,322.17,0.024,2.0,No
O2025397,2025-12-22,C1130,Consumer,VIP,North,Vasteras,Beauty,Skincare,PayPal,Email,1,70.9,0.1,1.0,No
O2025398,2025-10-10,C1125,Small Business,Returning,East,Norrkoping,Home,Furniture,Card,Organic,1,1005.61,0.038,7.0,No
O2025399,2025-08-29,C1080,Consumer,New,North,Stockholm,Beauty,Makeup,Swish,Email,3,48.08,0.0,1.0,No
O2025400,2025-04-02,C1032,Consumer,Returning,North,Uppsala,Sports,Team Sports,Card,Organic,2,107.58,0.011,3.0,No
O2025401,2025-08-17,C1252,Corporate,Returning,North,Uppsala,Home,Decor,Paypal,Organic,1,58.79,0.031,4.0,No
O2025402,2025-04-25,C1148,Consumer,Returning,East,Norrkoping,Sports,Cycling,Card,Direct,2,670.23,0.09,4.0,No
O2025403,2025-02-14,C1258,Consumer,VIP,West,Halmstad,Electronics,Laptop,Card,Organic,1,940.36,0.156,5.0,Yes
O2025404,2025-11-25,C1117,Small Business,Returning,North,Vasteras,Beauty,Fragrance,Card,Email,1,45.83,0.085,4.0,No
O2025405,2025-11-29,C1089,Consumer,Returning,South,Lund,Electronics,Headphones,Card,Organic,1,242.54,0.007,5.0,No
O2025406,2025-01-07,C1238,Small Business,Returning,West,Gothenburg,Home,Lighting,Card,Organic,1,199.77,0.072,4.0,No
O2025407,2025-09-18,C1028,Consumer,VIP,East,Norrkoping,Fashion,Jackets,Card,Organic,2,165.86,0.144,6.0,Yes
O2025408,2025-05-23,C1067,Small Business,Returning,West,Halmstad,Sports,Cycling,Card,Paid Search,1,572.09,0.093,2.0,No
O2025409,2025-11-16,C1227,Consumer,New,North,Stockholm,Electronics,Tablet,Invoice,direct,1,314.55,0.01,3.0,No
O2025410,2025-11-08,C1223,Corporate,Returning,West,Gothenburg,Sports,Team Sports,Gift Card,social,2,68.73,0.015,1.0,No
O2025411,2025-07-30,C1246,Small Business,Returning,West,Boras,Sports,Fitness,Card,Social,1,184.11,0.081,6.0,No
O2025412,2025-12-10,C1198,Consumer,VIP,South,Helsingborg,Beauty,Haircare,Invoice,Paid Search,1,60.39,0.087,,Yes
O2025413,2025-03-30,C1093,Small Business,Returning,West,Boras,Home,Decor,Card,Paid Search,1,90.72,0.108,5.0,No
O2025414,2025-02-18,C1102,Small Business,Returning,East,Linkoping,Home,Kitchen,Card,Direct,1,122.85,0.031,6.0,No
O2025415,2025-04-03,C1239,Corporate,Returning,South,Helsingborg,Home,Decor,Card,Organic,2,59.99,0.055,6.0,No
O2025416,2025-10-07,C1070,Corporate,Returning,South,malmo,Home,Lighting,Card,Paid Search,1,219.82,0.116,2.0,No
O2025417,2025-02-16,C1173,Corporate,New,West,Halmstad,Beauty,Makeup,PayPal,Direct,2,53.51,0.0,2.0,No
O2025418,2025-10-02,C1074,Small Business,New,East,Linkoping,Electronics,Tablet,Gift Card,Direct,1,446.92,0.012,6.0,No
O2025419,2025-01-09,C1082,Consumer,Returning,North,Stockholm,Beauty,Fragrance,Card,Social,1,85.8,0.097,5.0,No
O2025420,2025-01-12,C1052,Consumer,Returning,West,Boras,Sports,Fitness,Card,Social,1,121.0,0.076,4.0,No
O2025421,2025-03-19,C1146,Corporate,New,North,,Beauty,Skincare,Card,Email,1,41.44,0.063,4.0,No
